dataset,arm_id,query_id,component_id,ret,sel,ans,cit,rar,failure_reason
hotpotqa,dense_rag,5a792f3e554299029c4b5f20,cmp-74777a49e953d36e2856ff3efd4d6885c6eb4d7cfaeb4dba6d40b0d93fef7fc9,1.0,1.0,0.2222222222222222,0.0,0.0,
hotpotqa,dense_rag,5a7943ea5542994bb9456fd3,cmp-96e0a257a5b3219fe3eba04ac7eb9199d9cd5c613ca358e6193f121649c1f2f0,1.0,1.0,0.15384615384615383,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a79d8ec5542996c55b2dc7e,cmp-3c47e7f5bb4f0d2284ab55afbcc5239fa79493beee09c0a4e50917ea2db8ecf4,1.0,1.0,0.33333333333333337,1.0,0.0,
hotpotqa,dense_rag,5a79dae35542994f819ef0d3,cmp-0116a1551b0b1a4ef8a74336fbcea44c1f640f09342993cdbad95f55ee5504f9,1.0,1.0,0.6363636363636364,0.0,0.0,
hotpotqa,dense_rag,5a7a32225542990783324eb4,cmp-4cc935fcdfa62d860a22fa36964a684f6e83113cacd1fc629660a79518808072,1.0,1.0,0.125,0.0,0.0,
hotpotqa,dense_rag,5a7a9ed55542995eb53be87d,cmp-a79e69895efb8511e79728ec99c303ffd3a48915f31bd149f8588a7e2af6381e,1.0,1.0,0.25,0.0,0.0,
hotpotqa,dense_rag,5a7ab1e955429931da12c95d,cmp-5c1918444a329f1074ad15fb47e4d6d9c381e895462ea978ea70355512a2b6dc,1.0,1.0,0.09523809523809523,0.0,0.0,
hotpotqa,dense_rag,5a7b46e55542995eb53be8e5,cmp-acda28c048fa04a1d9fad15eb5e961f69abeb7ee3f925cde43f5c1c9def936fb,1.0,1.0,0.19999999999999998,0.0,0.0,
hotpotqa,dense_rag,5a7b47765542992d025e67d8,cmp-a12501642936148e20c0b6745e412a10693d4ab992bc1ff49701dba80dbcd41b,1.0,1.0,0.18181818181818182,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a7b820c5542997c3ec971d8,cmp-e3fa802a829320e82c250de59f011ba590c10cb39d14f50205ab7e73af76e027,1.0,1.0,0.4,0.0,0.0,
hotpotqa,dense_rag,5a7b971255429927d897bff3,cmp-61f2d32c2a9808374a74147de7e8ab6e0fc081cfa5f86b9133bd10dbb1d8507e,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a7bb52355429927d897c01a,cmp-62de4e6d37cc45073bf2752be2daf0aa2044e7899ca65289e7f287d3214c029f,1.0,1.0,0.06666666666666667,0.0,0.0,
hotpotqa,dense_rag,5a7bea3d5542996dd594b847,cmp-6034cfdffc2e27b989e1708d624ffc5d0a25b37a9e3cb90fde60cee33057f645,1.0,1.0,0.17391304347826084,0.0,0.0,
hotpotqa,dense_rag,5a7bf0d75542996dd594b85c,cmp-aa0f98712d9ca84c33375b9dcbbc1c4aca3303fafd5b11b9c88b3075cc1c3e92,1.0,1.0,0.18181818181818182,1.0,0.0,
hotpotqa,dense_rag,5a7c07e15542997c3ec972c7,cmp-2fe6a8590bcbc0bffe546427883fef98ac442f2b185118bef7fcabf31414736c,1.0,1.0,1.0,1.0,1.0,
hotpotqa,dense_rag,5a7c6b6655429935c91b519a,cmp-c7bcf144e40cb62f390be9b7b746e02e00e5019da3e03dcc01ddcbc30195c6ad,1.0,1.0,0.47058823529411764,0.0,0.0,
hotpotqa,dense_rag,5a7c9cc45542990527d554e1,cmp-923126c29cd27831b873ed7023a3d52d70cbdbd89278a406c0a52f42d065d9af,1.0,1.0,0.07999999999999999,0.0,0.0,
hotpotqa,dense_rag,5a7ca33f5542990527d554ee,cmp-aed97baf4ac175b4e7cbccfa9ea3189858a71da4530213d90e6755ef93c3acf0,1.0,1.0,0.16,0.0,0.0,
hotpotqa,dense_rag,5a7cc28f554299452d57ba1c,cmp-285b6555cb632f86140ecac5f0753169be2118d0a9616f7959939906b6e81566,1.0,1.0,0.35294117647058826,0.0,0.0,
hotpotqa,dense_rag,5a7cfea2554299452d57babe,cmp-b2524d63b3f58c78ee798e5a3b0d6a2ebaae28a4973cc6c374ff4861dc8df6a6,1.0,1.0,0.5555555555555556,0.0,0.0,
hotpotqa,dense_rag,5a7cff5755429907fabef09d,cmp-ca2fbe92f4063e7962d59ff1489f87afa1697cd216b85bd8c113b4a2bb589408,1.0,1.0,0.34782608695652173,0.0,0.0,
hotpotqa,dense_rag,5a7d5c175542991319bc93b1,cmp-7e3c1269befbbb3893726337a04d04df8a192b0a4aae687471192fac8ad8e5c7,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a7d93945542990b8f5039b8,cmp-49f2c3ec286d137ae8f52736eb9f269241015aaabe0faf25b73be37941774451,1.0,1.0,0.13333333333333333,0.0,0.0,
hotpotqa,dense_rag,5a7db0a05542991319bc93f5,cmp-340efd1888b83d9b3ac3d1af4e752fd8b316614b9307a061573af50ba567802d,1.0,1.0,1.0,1.0,1.0,
hotpotqa,dense_rag,5a7ddc5a5542995f4f4022da,cmp-65a3863bc5360aff0018cb3d7b7315ddc83e2c125da8b5d34b52dd409b10047b,1.0,1.0,0.10526315789473684,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a7df5635542990b8f503b0a,cmp-eb33253967cd3e4d826df13c040838ec516fb1d3b22e71dbd437145a1232f6a7,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a7e02cf5542997cc2c474f4,cmp-3f3aaff1f335037596b4ebef86c3ae370359d6a9c93f80eb2b4caf7adac89340,1.0,1.0,0.6086956521739131,1.0,0.0,
hotpotqa,dense_rag,5a7e1cad55429965cec5ea75,cmp-876bbd208a092e9b01fa73348dd198aedfa9cda71b2b421951108dae2b785df6,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a7e283655429965cec5eaab,cmp-7293b207f2616aec31e33ac6592d66ca201fc8b3371352ca084fe0ce70ce5e4d,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a7e30b255429934daa2fbeb,cmp-02cc09805d8e0257541b73bfa12e312a581c90b606a3e98a59301026f5e72eeb,1.0,1.0,0.3636363636363636,1.0,0.0,
hotpotqa,dense_rag,5a7e3117554299495941991b,cmp-74bb614594ef4a9190d4e71edf88f3ee8e3c8e5c68f2f86a08212120a00b768c,1.0,1.0,0.0,1.0,0.0,
hotpotqa,dense_rag,5a7e3c6e5542994959419937,cmp-83670bc1742a94a1785ab343d05a14b6b55a35e401fa2347aa7bdcbbdc11ec2e,1.0,1.0,0.15384615384615385,0.0,0.0,
hotpotqa,dense_rag,5a7e618155429949594199b0,cmp-da76493daa901613c7c3d5d77b451fdde890efbf1953466de76103dc7d966625,1.0,1.0,0.0909090909090909,0.0,0.0,
hotpotqa,dense_rag,5a7e782655429934daa2fc26,cmp-a9a047c882fd2e82814d79ed3ae569a419028aac31d1adff7451196058d34aa1,1.0,1.0,0.375,1.0,0.0,
hotpotqa,dense_rag,5a7e7ed05542991319bc94c2,cmp-6da32837f62bee53201c2a950fb17e54a3bdfbd34767a7800c7d5b6b92127360,1.0,1.0,0.25,0.0,0.0,
hotpotqa,dense_rag,5a7f275d55429934daa2fd01,cmp-ec65ee38d95416c3da95deddcb51192d99f84063c50afbfad96185839300f56c,1.0,1.0,0.0,0.8,0.0,
hotpotqa,dense_rag,5a7f40de5542992e7d278cc8,cmp-c854bd5d583ae018e221573b9d260956d4d5cf470101e0cd34080bd6030e99af,1.0,1.0,0.0,0.0,0.0,empty_answer
hotpotqa,dense_rag,5a7f5f655542994857a7670b,cmp-d6c86c3cbf43c1fa1665a06ede15c90bf970ae050c82b37224538a87525cd206,1.0,1.0,0.15384615384615385,0.0,0.0,
hotpotqa,dense_rag,5a7f7e3a5542992097ad2f89,cmp-1fc4135d1a89308e9e6ff45761520266ffc4e9e575b4fc24d1ff6bbb5725dd76,1.0,1.0,0.08,0.0,0.0,
hotpotqa,dense_rag,5a7f97c05542995d8a8ddeb0,cmp-9ee87ed288b81769edd50a57d4d4d7ef61935ede10b95b34782063ce7c679b9a,1.0,1.0,1.0,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a7fb1e55542995d8a8ddef7,cmp-cbde780c8f7898d94a84b73e58bfe36ae5efe4b0d05cf10508d2a1c114bed204,1.0,1.0,0.21052631578947367,0.0,0.0,
hotpotqa,dense_rag,5a7fc6645542992e7d278d6e,cmp-90c66cbaec1ed5916773e14f0cfe8102c2585123163f034755e59953fad0ebd8,1.0,1.0,0.42857142857142855,1.0,0.0,
hotpotqa,dense_rag,5a800ca555429969796c1bac,cmp-092e6939606cc3691922816a681a5408f3ed6bf80e4bc769566a73e21e700de1,1.0,1.0,0.11764705882352941,0.0,0.0,
hotpotqa,dense_rag,5a8013e45542995d8a8ddf41,cmp-9ebc6db1ad5bf031c157eaa407fc3f5e14d5e324abdc3981b2fc3372813e9dcc,1.0,1.0,0.17391304347826084,0.0,0.0,
hotpotqa,dense_rag,5a8078e95542992bc0c4a72c,cmp-9a030743700acaae97c47b50f522a065b57bc5de364ff32686922eabf53d37e9,1.0,1.0,0.4444444444444445,1.0,0.0,
hotpotqa,dense_rag,5a807ca5554299485f598613,cmp-46b4431ad61b585f123d6e5f69aad2dd77a6e8e3e4af2bb965a241ec74e2ee33,1.0,1.0,0.4666666666666667,0.0,0.0,
hotpotqa,dense_rag,5a80ad7c5542992097ad3018,cmp-53c74a0a31046ad706a888f5046cee6afa46d6e74da8fa44eb533a7f8b6a2eca,1.0,1.0,0.33333333333333337,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a80afcf554299485f5986b9,cmp-9932ce35d2dd6b1bcd22fd7a996e24bbb7c2b83a075414fd2c16b5d63d6bc712,1.0,1.0,0.3636363636363636,1.0,0.0,
hotpotqa,dense_rag,5a80b0565542996402f6a5f0,cmp-cdf63c2a61f83c44fe3b9bfa5a66c2e0899ea259719727ad0568efae548dc0ff,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a80b322554299485f5986c8,cmp-b7acba3846f3ffac28109e662de226cdceaaaa21b7da3fd6bd6388c889da32be,1.0,1.0,0.19999999999999998,0.0,0.0,
hotpotqa,dense_rag,5a80f4c2554299260e20a1da,cmp-3cf79696e8a460bb350e7cb5fa7457e6411cb8bf9cf6211bf9233fafa3d90ff4,1.0,1.0,0.2666666666666667,0.0,0.0,
hotpotqa,dense_rag,5a81418455429903bc27b95f,cmp-e782171c71880378fa7c4f9a6b5dcefc17f8890df3f2e6a4cb83a9c941d68f0b,1.0,1.0,0.2666666666666667,0.0,0.0,
hotpotqa,dense_rag,5a8182e255429938b614234d,cmp-b558ed064b959e8c2df5fdca73fe3ec3b56b8805a1cabd0a2911050bd6b45579,1.0,1.0,0.2727272727272727,0.0,0.0,
hotpotqa,dense_rag,5a81c90a5542990a1d231eb4,cmp-0dae25ed77b050bd6f814be270d6c26a3cdae33fac9eda4e629ac05bc380b5a1,1.0,1.0,0.0,1.0,0.0,
hotpotqa,dense_rag,5a81ca835542990a1d231ebd,cmp-de63081ba10f61361a8d3d858fba8da17049bd9b3c3ebb3e5b77551a29bb5d40,1.0,1.0,0.3333333333333333,1.0,0.0,
hotpotqa,dense_rag,5a825a9d55429940e5e1a870,cmp-b3541ed70b9cb98bd7af4c730544490fca0e9130f818abc2ba41176cbfec0768,1.0,1.0,0.06666666666666667,0.0,0.0,
hotpotqa,dense_rag,5a82626655429966c78a6a08,cmp-31371f087c569796228ef44998f0898bc8285823f6dc0c1da683e1a4b9ced96b,1.0,1.0,0.10526315789473684,0.8,0.0,
hotpotqa,dense_rag,5a8351fd55429954d2e2ec98,cmp-2772647f48a1feade14b03240d9550367ed0d1e3d2112cefd9cd1cfa22a837b0,1.0,1.0,1.0,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a8367c1554299334474600e,cmp-368a4119d01d5260fc054f5830eeac840bf6a48df7eea4d7a45855d5449bbb94,1.0,1.0,0.2,0.0,0.0,
hotpotqa,dense_rag,5a83c3275542996488c2e4be,cmp-d2327816d5388f6ed18cb478c9e4f4a6fe791d6de5bd0fc9afc97f34c3a724cb,1.0,1.0,0.3,0.0,0.0,
hotpotqa,dense_rag,5a84564c5542990548d0b288,cmp-8be8c5600ce6002f53ed5126d2b792ee4cb8ebe3a64d0e56d6be0831fb643969,1.0,1.0,0.23529411764705882,0.0,0.0,
hotpotqa,dense_rag,5a845d735542996488c2e52e,cmp-a927be59161d13c3ba500b6038169c8b6d8767591660862d73d2647a0156d45d,1.0,1.0,0.16666666666666669,0.0,0.0,
hotpotqa,dense_rag,5a8468c95542990548d0b2b1,cmp-b622fd09de2376855dcdc36b01a083025ced5e5a55a73c41e7363d2c35faadee,1.0,1.0,0.2222222222222222,1.0,0.0,
hotpotqa,dense_rag,5a8483b45542992a431d1a40,cmp-50be5fed9bab843121d69f5f3858afd8b4af964b6cc6981480b3a521b1587c25,1.0,1.0,0.16,1.0,0.0,
hotpotqa,dense_rag,5a848eff5542990548d0b2cd,cmp-2002084d85e6aadfc88856851daf6b8f2d697adad19ce30d4fae984a1629e5c3,1.0,1.0,0.25,1.0,0.0,
hotpotqa,dense_rag,5a85018d5542997b5ce3ff98,cmp-b173f185b89b53ec739bfb8e376c51a976a0aaf1d95bbb5016980246d0bde351,1.0,1.0,0.0,1.0,0.0,
hotpotqa,dense_rag,5a8545ba5542997b5ce3ffdd,cmp-7e6f28b15c1cd8937301a8c4668ba415d5b0e1d023ea24b419a0ae8add49ac51,1.0,1.0,0.18181818181818182,1.0,0.0,
hotpotqa,dense_rag,5a8595a85542992a431d1b48,cmp-42204cc072f779d81507485d6ea062347415242ae3d5292e1b6819a40983d7b0,1.0,1.0,0.23529411764705882,1.0,0.0,
hotpotqa,dense_rag,5a85a8655542997b5ce40011,cmp-e07aaebea7a208c6a89cca27d5d202437c695f3fc21eecc6f63a3aaa8a5c0660,1.0,1.0,0.13333333333333333,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a85f8665542994775f606ce,cmp-78b58258998af3285ccae109285504bef8dfc50020358de572aed736f29f53d1,1.0,1.0,0.12903225806451613,1.0,0.0,
hotpotqa,dense_rag,5a86141f5542996432c571a5,cmp-fcf1103e4cfd2eceb39da80fbe9fc89de6b704e8341e43e6bf1f69f0e037d6d2,1.0,1.0,0.19999999999999998,0.0,0.0,
hotpotqa,dense_rag,5a861ea85542994775f60700,cmp-558ca999c1de30b5059694199bbf67e056b0638c1b38be7ce9b894129f474058,1.0,1.0,0.0,0.0,0.0,empty_answer
hotpotqa,dense_rag,5a8637415542994775f60724,cmp-e6471aa285457094539327c9317634fc8fa449d131c7b80dc8aa31ba17fb2830,1.0,1.0,0.125,0.0,0.0,
hotpotqa,dense_rag,5a864ff7554299211dda2af2,cmp-a71ba8649c0fa2454fb08fdbd2bc51ac0878fb75b74dfbff73196ccf3d64eca6,1.0,1.0,0.25,0.0,0.0,
hotpotqa,dense_rag,5a869e845542991e7718166f,cmp-a445f5a0b85e68c7e303720f9fe8fb264e4f08978de070785594e4c1f8fb5d6b,1.0,1.0,0.21052631578947367,0.0,0.0,
hotpotqa,dense_rag,5a8719fa55429960ec39b742,cmp-c8d9c3afbf1a3900226d331814a8741b7cac4801c81ef15caa002bb6efc0655d,1.0,1.0,0.6666666666666666,0.0,0.0,
hotpotqa,dense_rag,5a872c3f5542994775f607a8,cmp-02b9959c27bc7c2d18b60b6dd51b42d98fd4508412dbc2c81bb9e3e128da49c0,1.0,1.0,0.2222222222222222,0.0,0.0,
hotpotqa,dense_rag,5a877dd65542993e715abf79,cmp-414b6cd3a07d1fd8418a3599b370b6ed00a6e5b423f9928b66d1f50e899396c3,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a87c0945542996e4f30890b,cmp-dba6cd41340728faad38403f9f11c4b59862e2a4c6d47ee0045c06bd7b7a54bc,1.0,1.0,0.10526315789473684,0.0,0.0,
hotpotqa,dense_rag,5a87c7dc5542996e4f30891b,cmp-a5a93b08a97c226db3ecc10bbc51bb32ac6c71f3d429c15aa2c886809b83728f,1.0,1.0,0.4210526315789474,0.0,0.0,
hotpotqa,dense_rag,5a88082055429938390d3ed2,cmp-0146ffd6c699d7681e7ee467325efa693e55139d882f507d2b4f0774aa28af83,1.0,1.0,0.3076923076923077,0.0,0.0,
hotpotqa,dense_rag,5a886c0c55429938390d3f51,cmp-638ea14b4c905d25b1e179a60e39cf991b56d1026e74351c01f70aa17df2f574,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a88940055429938390d3f7b,cmp-d3161c27d8022c2f4ff7007fc8bfb8384694100910604c834e7151892b4cc883,1.0,1.0,0.4,1.0,0.0,
hotpotqa,dense_rag,5a88a42f554299206df2b317,cmp-992ae0dca06845a0140d3a5c41a20296f6c9af266ae5d6344b2b5a75d46ba9e1,1.0,1.0,0.0,0.0,0.0,
hotpotqa,dense_rag,5a88bedb554299206df2b35a,cmp-d0ee318dc8cc30145f28fcb65d0dae967c5342096761b794aba4e6ea1cb63780,1.0,1.0,0.16666666666666669,0.6666666666666666,0.0,
hotpotqa,dense_rag,5a88d7875542993b751ca876,cmp-51e9563aa284c487b847bb7d06cb946313adcc833ae7c55584e12ea35314606f,1.0,1.0,0.25,1.0,0.0,
hotpotqa,dense_rag,5a88f9555542995153361214,cmp-5b8f704b29bfc9a5d4b6fd29401c0223613b395c9ba8d01f0c8f66888cfecb4c,1.0,1.0,0.3,0.0,0.0,
hotpotqa,dense_rag,5a88fc4255429938390d4019,cmp-757a83fa174df9dbfd06d74d6597c40b811cbb5fa8b6f3c29d6de8942bb6f4b4,1.0,1.0,0.21428571428571425,0.0,0.0,
hotpotqa,dense_rag,5a89bf18554299669944a591,cmp-1d348625b9db1b955ff4e6a74439f818fd78d8cb34ab81f8276fd645852ece59,1.0,1.0,0.0,1.0,0.0,
hotpotqa,dense_rag,5a89df265542992e4fca840d,cmp-0f1e83325e07bd5c7c7b94f3fa4dac0eb3054ff9f5d7bc5d74b0d4e9e63a2edd,1.0,1.0,0.4210526315789474,0.0,0.0,
hotpotqa,dense_rag,5a89fc665542993b751ca9de,cmp-9c93f02df55ef7d7ae5ab87c89fcde5b207152901ead9e1cbc2a624a59770cec,1.0,1.0,0.6666666666666666,1.0,0.0,
hotpotqa,dense_rag,5a8a03245542992e4fca84d5,cmp-842ea849d9ebaf2748569f7ca05f0fa302929815516f0656063befcd2df5fbc1,1.0,1.0,0.4,1.0,0.0,
hotpotqa,dense_rag,5a8a32d65542992d82986ef4,cmp-1ea8da053ce3965b862675852219492f4ac3401c1f004ca8a5a02f6850bd62cd,1.0,1.0,0.4444444444444445,1.0,0.0,
