qid,q2d,global_corroborate,gated_corroborate
1116,0.16666666666666666,0.16666666666666666,0.1111111111111111
1117,0.0,0.0,0.0
1118,0.125,0.2,0.2
1119,0.25,0.125,0.125
112,0.16666666666666666,0.5,0.5
1120,0.0,0.0,0.0
1121,0.5,0.5,0.5
1122,0.3333333333333333,0.25,0.3333333333333333
1123,0.05,0.0625,0.0625
1124,0.5,0.25,0.5
1125,1.0,1.0,1.0
1126,0.0,0.0,0.0
1127,0.06666666666666667,0.06666666666666667,0.06666666666666667
1128,0.25,0.1111111111111111,0.1111111111111111
1129,0.5,0.3333333333333333,0.3333333333333333
113,0.06666666666666667,0.0625,0.0625
1130,1.0,1.0,1.0
1131,0.0,0.0,0.0
1132,0.5,1.0,0.5
1133,0.05,0.05,0.05
1134,0.07142857142857142,0.14285714285714285,0.14285714285714285
1135,0.25,0.3333333333333333,0.3333333333333333
1136,0.0,0.0,0.0
1137,0.0,0.0,0.0
1138,0.5,0.5,0.5
1139,1.0,1.0,1.0
114,0.0,0.0,0.0
1140,1.0,1.0,1.0
1141,0.5,0.14285714285714285,0.14285714285714285
1142,0.25,0.25,0.25
1143,0.5,0.16666666666666666,0.16666666666666666
1144,1.0,1.0,1.0
1145,1.0,1.0,1.0
1146,0.0,0.0,0.0
1147,0.16666666666666666,0.2,0.16666666666666666
1148,0.1111111111111111,0.16666666666666666,0.16666666666666666
1149,0.3333333333333333,0.5,0.3333333333333333
115,0.0,0.0,0.0
1150,1.0,0.5,1.0
1151,0.0,0.0,0.0
1152,0.0,0.0,0.0
1153,0.14285714285714285,0.16666666666666666,0.16666666666666666
1154,1.0,1.0,1.0
1155,0.0,0.0,0.0
1156,0.2,0.2,0.2
1157,0.0625,0.058823529411764705,0.058823529411764705
1158,0.3333333333333333,0.3333333333333333,0.3333333333333333
1159,0.05,0.05555555555555555,0.05555555555555555
116,0.0,0.0,0.0
1160,0.058823529411764705,0.05263157894736842,0.05555555555555555
1161,1.0,1.0,1.0
1162,0.3333333333333333,0.5,0.2
1163,0.25,0.5,0.5
1164,0.5,0.5,0.5
1165,1.0,0.16666666666666666,0.16666666666666666
1166,0.2,0.16666666666666666,0.16666666666666666
1167,0.0,0.0,0.0
1168,0.3333333333333333,0.5,0.5
1169,0.5,0.5,0.5
117,1.0,1.0,1.0
1170,0.125,0.125,0.125
1171,0.0,0.0,0.0
1172,0.0,0.0,0.0
1173,1.0,0.3333333333333333,0.3333333333333333
1174,1.0,1.0,1.0
1175,1.0,1.0,1.0
1176,1.0,0.3333333333333333,0.3333333333333333
1177,0.14285714285714285,0.1111111111111111,0.1111111111111111
1178,0.16666666666666666,0.2,0.2
1179,0.0,0.0,0.0
118,1.0,0.09090909090909091,0.09090909090909091
1180,0.5,1.0,1.0
1181,0.0,0.0,0.0
1182,0.3333333333333333,0.3333333333333333,0.3333333333333333
1183,0.07692307692307693,0.07692307692307693,0.07692307692307693
1184,0.05,0.06666666666666667,0.05
1185,0.05,0.05,0.05
1186,1.0,1.0,1.0
1187,0.25,0.125,0.25
1188,0.125,0.16666666666666666,0.16666666666666666
1189,1.0,0.3333333333333333,0.3333333333333333
119,0.5,0.5,0.5
1190,0.0,0.0,0.0
1191,0.5,0.5,0.5
1192,0.3333333333333333,0.25,0.25
1193,0.3333333333333333,0.125,0.125
1194,0.0,0.0,0.0
1195,1.0,0.5,0.5
1196,0.5,0.5,0.5
1197,0.0,0.0,0.0
1198,0.0,0.0,0.0
1199,0.08333333333333333,0.07142857142857142,0.07142857142857142
12,0.14285714285714285,0.25,0.14285714285714285
120,1.0,1.0,1.0
1200,1.0,1.0,0.25
1201,1.0,0.25,0.25
1202,0.09090909090909091,0.07142857142857142,0.07142857142857142
1203,0.0,0.0,0.0
1204,1.0,1.0,1.0
1205,1.0,1.0,1.0
1206,0.3333333333333333,0.3333333333333333,0.3333333333333333
1207,0.1111111111111111,0.09090909090909091,0.09090909090909091
1208,1.0,0.3333333333333333,1.0
1209,0.0,0.0,0.0
121,0.0,0.0,0.0
1210,1.0,0.5,0.5
1211,0.0,0.0,0.0
1212,0.0,0.0,0.0
1213,0.25,0.25,0.25
1214,0.0,0.0,0.0
1215,0.25,0.16666666666666666,0.16666666666666666
1216,0.3333333333333333,1.0,1.0
1217,0.16666666666666666,0.16666666666666666,0.16666666666666666
1218,0.0,0.0,0.0
1219,1.0,0.5,1.0
122,0.2,0.2,0.3333333333333333
1220,0.07142857142857142,0.0625,0.08333333333333333
1221,0.0,0.0,0.0
1222,0.2,0.2,0.2
1223,0.0,0.0,0.0
1224,1.0,1.0,1.0
1225,0.5,0.5,0.5
1226,0.14285714285714285,0.14285714285714285,0.14285714285714285
1227,0.3333333333333333,0.3333333333333333,0.3333333333333333
1228,0.3333333333333333,0.3333333333333333,0.3333333333333333
1229,0.16666666666666666,0.16666666666666666,0.16666666666666666
123,0.5,0.3333333333333333,0.5
1230,0.0625,0.09090909090909091,0.09090909090909091
1231,0.5,0.5,0.5
1232,0.2,0.2,0.2
1233,0.06666666666666667,0.0625,0.0625
1234,1.0,1.0,1.0
1235,0.25,0.5,0.25
1236,0.5,0.5,0.5
1237,0.0,0.0,0.0
1238,0.08333333333333333,0.08333333333333333,0.08333333333333333
1239,0.0,0.0,0.0
124,1.0,1.0,1.0
1240,1.0,0.08333333333333333,0.08333333333333333
1241,1.0,1.0,1.0
1242,0.0,0.0,0.0
1243,0.0,0.0,0.0
1244,0.0,0.0,0.0
1245,0.06666666666666667,0.08333333333333333,0.08333333333333333
1246,0.16666666666666666,0.125,0.125
1247,0.08333333333333333,0.07142857142857142,0.08333333333333333
1248,0.05263157894736842,0.05263157894736842,0.05263157894736842
1249,0.5,1.0,1.0
125,0.0,0.0,0.0
1250,0.25,0.3333333333333333,0.3333333333333333
1251,0.5,0.5,0.5
1252,0.2,0.2,0.2
1253,0.058823529411764705,0.125,0.125
1254,0.0,0.0,0.0
1255,0.25,0.3333333333333333,0.3333333333333333
1256,0.2,0.125,0.2
1257,0.5,0.16666666666666666,0.16666666666666666
1258,0.0,0.0,0.0
1259,0.0,0.0,0.0
126,0.0,0.0,0.0
1260,0.25,0.25,0.25
1261,0.3333333333333333,0.2,0.2
1262,0.14285714285714285,0.14285714285714285,0.14285714285714285
1263,0.16666666666666666,0.5,0.16666666666666666
1264,0.25,0.5,0.5
1265,0.2,0.2,0.2
1266,0.0,0.0,0.0
1267,0.3333333333333333,0.3333333333333333,0.3333333333333333
