qid,granite_dense,bm25,splade,convex_hybrid_granite_bm25,convex_hybrid_granite_splade
1370,0.9558295932317544,0.625524935148309,0.9828920819566879,0.7315682114753617,0.9828920819566879
1379,0.0,0.0,0.0,0.0,0.0
1382,1.0,1.0,1.0,1.0,1.0
1385,1.0,1.0,0.6309297535714575,1.0,1.0
1389,1.0,1.0,1.0,1.0,1.0
1395,1.0,0.6309297535714575,1.0,1.0,1.0
141,0.0,0.0,0.0,0.0,0.0
142,0.0,0.3010299956639812,0.0,0.3010299956639812,0.0
143,1.0,1.0,1.0,1.0,1.0
146,1.0,0.5,0.6309297535714575,0.6309297535714575,1.0
148,1.0,1.0,1.0,1.0,1.0
163,0.6309297535714575,1.0,0.6309297535714575,1.0,0.6309297535714575
171,0.6309297535714575,0.0,0.0,0.6309297535714575,0.43067655807339306
179,0.5,0.0,1.0,0.5,1.0
180,0.43067655807339306,0.0,0.3562071871080222,0.43067655807339306,0.43067655807339306
183,0.43067655807339306,0.0,0.3562071871080222,0.43067655807339306,0.43067655807339306
185,0.0,0.0,0.0,0.0,0.0
198,1.0,0.0,0.43067655807339306,1.0,1.0
208,1.0,1.0,1.0,1.0,1.0
212,1.0,1.0,1.0,1.0,1.0
213,1.0,0.6309297535714575,1.0,1.0,1.0
216,0.0,0.0,0.0,0.0,0.0
217,1.0,1.0,1.0,1.0,1.0
218,0.6309297535714575,0.0,0.0,0.43067655807339306,0.6309297535714575
219,1.0,0.5,0.3562071871080222,1.0,1.0
230,0.5,0.0,0.0,0.38685280723454163,0.43067655807339306
232,1.0,1.0,1.0,1.0,1.0
233,1.0,1.0,1.0,1.0,1.0
236,1.0,0.0,1.0,0.5,1.0
237,0.6309297535714575,0.3333333333333333,0.0,1.0,0.43067655807339306
238,1.0,0.43067655807339306,1.0,1.0,1.0
239,1.0,1.0,1.0,1.0,1.0
248,1.0,0.5,0.3562071871080222,1.0,1.0
249,1.0,0.3333333333333333,0.6309297535714575,0.6309297535714575,1.0
261,1.0,1.0,1.0,1.0,1.0
268,1.0,1.0,1.0,1.0,1.0
269,0.43067655807339306,0.5,0.2890648263178879,0.5,0.43067655807339306
274,1.0,1.0,1.0,1.0,1.0
275,0.9060254355346823,0.6447841584694202,0.8710785440003369,0.7328286204777911,0.9060254355346823
279,1.0,0.0,0.38685280723454163,1.0,1.0
294,1.0,0.0,0.3333333333333333,1.0,1.0
295,0.0,0.5,1.0,0.0,0.0
298,0.3562071871080222,0.0,0.0,0.3562071871080222,0.3562071871080222
3,1.0,1.0,1.0,1.0,1.0
300,0.0,0.0,0.0,0.0,0.0
303,1.0,1.0,1.0,1.0,1.0
312,1.0,1.0,1.0,1.0,1.0
314,1.0,1.0,1.0,1.0,1.0
324,1.0,1.0,0.6309297535714575,1.0,1.0
327,1.0,1.0,1.0,1.0,1.0
338,0.0,0.0,0.0,0.0,0.0
343,1.0,1.0,1.0,1.0,1.0
350,1.0,1.0,0.5,1.0,1.0
354,0.0,0.0,0.0,0.0,0.0
36,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575
362,1.0,0.3562071871080222,0.0,1.0,1.0
380,0.0,0.0,0.0,0.0,0.0
384,1.0,1.0,1.0,1.0,1.0
385,0.7860137352654724,0.14606834984270645,0.5885987855699564,0.830419897363192,0.8200261225503443
386,0.0,0.0,0.0,0.0,0.0
388,1.0,1.0,1.0,1.0,1.0
399,1.0,1.0,1.0,1.0,1.0
410,1.0,1.0,1.0,1.0,1.0
411,1.0,1.0,1.0,1.0,1.0
415,0.6309297535714575,0.5,1.0,0.6309297535714575,0.6309297535714575
42,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575
421,1.0,1.0,1.0,1.0,1.0
431,1.0,0.6309297535714575,1.0,1.0,1.0
436,0.0,0.5,1.0,0.0,0.0
437,0.0,1.0,1.0,0.0,0.0
439,1.0,0.0,1.0,1.0,1.0
440,1.0,1.0,1.0,1.0,1.0
443,1.0,0.38685280723454163,0.5,1.0,1.0
452,0.9828920819566879,0.34620964322385606,0.9279611693743142,0.8667163765466583,0.9558295932317544
475,1.0,0.0,1.0,0.6309297535714575,1.0
478,1.0,1.0,1.0,1.0,1.0
48,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575
49,0.3562071871080222,1.0,1.0,0.43067655807339306,0.5
491,1.0,1.0,1.0,1.0,1.0
5,1.0,1.0,1.0,1.0,1.0
50,0.9010126104210695,0.7039180890341347,0.9134015924715543,0.7653606369886217,0.9469024295259745
501,0.0,0.0,1.0,0.0,0.5
502,0.8772153153380493,0.9197207891481876,0.8503449055347546,0.8772153153380493,0.8772153153380493
507,1.0,1.0,1.0,1.0,1.0
508,1.0,1.0,1.0,1.0,1.0
51,0.23719771276929622,0.39564672360221187,0.39780880120575696,0.448643819352159,0.44130740935663865
513,1.0,1.0,1.0,1.0,1.0
514,1.0,1.0,1.0,1.0,1.0
516,1.0,1.0,0.6309297535714575,1.0,1.0
517,1.0,1.0,1.0,1.0,1.0
521,0.9828920819566879,0.5855700749881525,0.8665427526082052,0.9267582364714126,0.9828920819566879
525,1.0,1.0,1.0,1.0,1.0
527,1.0,0.0,0.3333333333333333,0.6309297535714575,1.0
528,0.6309297535714575,1.0,0.5,1.0,0.6309297535714575
53,0.5,0.0,0.43067655807339306,0.38685280723454163,0.43067655807339306
532,0.0,0.5,1.0,0.38685280723454163,0.5
533,1.0,1.0,1.0,1.0,1.0
535,0.5,1.0,0.43067655807339306,0.6309297535714575,0.43067655807339306
536,0.3333333333333333,0.3562071871080222,0.0,0.38685280723454163,0.3010299956639812
539,1.0,1.0,0.6309297535714575,1.0,1.0
54,1.0,1.0,1.0,1.0,1.0
540,1.0,1.0,1.0,1.0,1.0
544,1.0,1.0,1.0,1.0,1.0
549,1.0,1.0,1.0,1.0,1.0
551,1.0,1.0,1.0,1.0,1.0
552,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575
554,1.0,1.0,1.0,1.0,1.0
56,1.0,1.0,1.0,1.0,1.0
560,1.0,1.0,1.0,1.0,1.0
569,0.5,1.0,0.5,0.5,0.5
57,1.0,0.0,0.6309297535714575,1.0,1.0
575,1.0,0.0,0.0,1.0,1.0
577,0.0,0.0,0.0,0.0,0.0
578,1.0,1.0,1.0,1.0,1.0
587,1.0,1.0,1.0,1.0,1.0
589,0.45560514958746035,0.23719771276929622,0.5640920940185894,0.41443699955334395,0.4415801103577823
593,0.6309297535714575,0.6309297535714575,0.6309297535714575,1.0,1.0
597,1.0,0.6309297535714575,0.6309297535714575,1.0,1.0
598,1.0,1.0,1.0,1.0,1.0
613,0.49818925746641285,0.46927872602275644,0.6797310500037655,0.6508205185601091,0.6462302129493456
619,1.0,1.0,1.0,1.0,1.0
623,0.0,0.6309297535714575,0.0,0.31546487678572877,0.0
628,1.0,1.0,1.0,1.0,1.0
636,1.0,1.0,1.0,1.0,1.0
637,0.3010299956639812,1.0,1.0,0.38685280723454163,0.3562071871080222
641,0.5,0.43067655807339306,0.6309297535714575,0.6309297535714575,0.6309297535714575
644,0.31546487678572877,0.6309297535714575,0.0,0.43067655807339306,0.0
649,0.3562071871080222,0.31546487678572877,0.43067655807339306,0.38685280723454163,0.43067655807339306
659,0.5,0.5,0.3562071871080222,0.5,0.5
660,0.6309297535714575,0.5,0.0,0.6309297535714575,0.6309297535714575
674,1.0,1.0,1.0,1.0,1.0
684,1.0,1.0,1.0,1.0,1.0
690,0.6509209298071326,0.5802792108518124,0.5706417189553201,0.6934264036172708,0.5706417189553201
691,1.0,1.0,1.0,1.0,1.0
692,1.0,1.0,1.0,1.0,1.0
693,0.23719771276929622,0.21840743681816419,0.19342640361727081,0.21840743681816419,0.19342640361727081
70,1.0,1.0,1.0,1.0,1.0
700,1.0,1.0,1.0,1.0,1.0
702,1.0,1.0,1.0,1.0,1.0
715,0.43067655807339306,0.0,0.0,0.43067655807339306,0.43067655807339306
716,0.6934264036172708,0.3065735963827292,0.38685280723454163,0.6934264036172708,0.6934264036172708
718,1.0,1.0,1.0,1.0,1.0
72,0.38685280723454163,0.0,0.0,0.31546487678572877,0.2890648263178879
721,1.0,0.5,0.0,1.0,0.6309297535714575
723,1.0,1.0,1.0,1.0,1.0
727,1.0,1.0,1.0,1.0,1.0
728,1.0,1.0,1.0,1.0,1.0
729,0.6309297535714575,0.38685280723454163,0.0,0.38685280723454163,0.3010299956639812
742,1.0,0.6309297535714575,1.0,1.0,1.0
743,0.0,0.0,0.0,0.0,0.0
744,0.5,0.0,0.0,0.0,0.38685280723454163
75,0.0,0.0,0.0,0.0,0.0
756,1.0,1.0,1.0,1.0,1.0
759,0.0,0.0,0.0,0.0,0.0
768,1.0,0.6309297535714575,1.0,1.0,1.0
770,1.0,0.6309297535714575,1.0,1.0,1.0
775,1.0,1.0,1.0,1.0,1.0
781,0.6131471927654584,0.23719771276929622,0.5714285040141098,0.8772153153380493,0.7903864795495061
783,0.43067655807339306,0.0,0.38685280723454163,0.3333333333333333,0.43067655807339306
784,1.0,1.0,1.0,1.0,1.0
785,0.6309297535714575,0.6309297535714575,1.0,0.6309297535714575,1.0
793,1.0,1.0,1.0,1.0,1.0
800,1.0,1.0,1.0,1.0,1.0
805,1.0,1.0,1.0,1.0,1.0
808,1.0,1.0,1.0,1.0,1.0
811,1.0,1.0,1.0,1.0,1.0
814,0.0,0.0,0.0,0.0,0.0
820,0.5,1.0,0.6309297535714575,0.6309297535714575,0.6309297535714575
821,0.5,0.0,0.0,0.38685280723454163,0.3562071871080222
823,1.0,0.6309297535714575,1.0,1.0,1.0
830,0.6309297535714575,1.0,0.5,0.6309297535714575,0.6309297535714575
831,1.0,0.0,0.6309297535714575,0.6309297535714575,1.0
832,1.0,1.0,1.0,1.0,1.0
834,0.5,0.0,0.0,0.5,0.5
837,1.0,1.0,1.0,1.0,1.0
839,1.0,1.0,1.0,1.0,1.0
845,0.6309297535714575,0.6309297535714575,0.5,0.6309297535714575,0.6309297535714575
847,1.0,1.0,1.0,1.0,1.0
852,1.0,1.0,1.0,1.0,1.0
859,1.0,1.0,1.0,1.0,1.0
870,1.0,1.0,1.0,1.0,1.0
873,0.38685280723454163,0.0,0.0,0.3010299956639812,0.3562071871080222
879,1.0,1.0,1.0,1.0,1.0
880,1.0,1.0,1.0,1.0,1.0
882,1.0,0.5,0.3562071871080222,1.0,1.0
887,0.8065735963827293,0.18457569677956817,0.38685280723454163,0.38685280723454163,0.6131471927654584
903,0.6309297535714575,0.0,0.38685280723454163,0.38685280723454163,1.0
904,1.0,1.0,1.0,1.0,1.0
907,0.43067655807339306,0.5,0.6309297535714575,0.43067655807339306,0.6309297535714575
911,1.0,1.0,1.0,1.0,1.0
913,0.3333333333333333,0.0,0.38685280723454163,0.31546487678572877,0.3562071871080222
914,1.0,1.0,1.0,1.0,1.0
921,0.0,0.0,0.0,0.0,0.0
922,0.3010299956639812,1.0,1.0,0.43067655807339306,0.3562071871080222
936,1.0,1.0,1.0,1.0,1.0
94,1.0,1.0,1.0,1.0,1.0
956,0.6309297535714575,0.0,1.0,0.5,1.0
957,1.0,0.0,0.0,0.5,0.5
960,1.0,1.0,1.0,1.0,1.0
967,1.0,0.5,0.6309297535714575,1.0,1.0
971,1.0,1.0,1.0,1.0,1.0
975,1.0,1.0,1.0,1.0,1.0
982,1.0,0.9217868789962071,0.9469024295259745,1.0,1.0
985,0.38685280723454163,0.31546487678572877,0.0,0.3562071871080222,0.3562071871080222
99,0.5,1.0,1.0,1.0,0.6309297535714575
993,1.0,1.0,1.0,1.0,1.0
