qid,granite_dense,q2d_granite,q2d_corroborate
1122,0.6666666666666666,0.6666666666666666,0.6666666666666666
1123,1.0,0.0,0.0
1124,0.0,1.0,1.0
1125,1.0,1.0,1.0
1126,0.0,0.0,0.0
1127,0.6666666666666666,0.0,0.0
1128,0.16666666666666669,0.16666666666666669,1.0
1129,0.3333333333333333,0.3333333333333333,0.3333333333333333
113,0.5,0.5,1.0
1130,1.0,1.0,1.0
1131,0.0,0.0,0.0
1132,1.0,1.0,1.0
1133,0.0,0.0,0.0
1134,1.0,1.0,1.0
1135,0.0,0.0,0.0
1136,1.0,1.0,1.0
1137,1.0,1.0,1.0
1138,1.0,1.0,0.06060606060606061
1139,0.0,0.5714285714285715,0.5714285714285715
114,1.0,1.0,1.0
1140,1.0,1.0,1.0
1141,0.13333333333333333,0.13333333333333333,1.0
1142,1.0,1.0,1.0
1143,1.0,1.0,0.0
1144,0.15384615384615385,0.4444444444444445,0.4444444444444445
1145,0.14285714285714288,0.04878048780487806,0.0
1146,0.0,0.0,0.0
1147,0.13636363636363635,0.14285714285714288,0.14285714285714288
1148,1.0,1.0,1.0
1149,1.0,1.0,1.0
115,1.0,0.2857142857142857,0.2857142857142857
1150,0.4,0.4,0.4
1151,0.0,0.0,1.0
1152,1.0,1.0,1.0
1153,0.5714285714285715,0.5714285714285715,0.5714285714285715
1154,0.07692307692307693,1.0,1.0
1155,1.0,0.0,0.0
1156,1.0,1.0,1.0
1157,0.0,0.0,0.0
1158,0.0,0.0,0.0
1159,0.0,0.0,0.0
116,0.18181818181818182,0.024999999999999998,1.0
1160,0.47058823529411764,0.47058823529411764,0.5714285714285715
1161,0.0,0.0,0.0
1162,1.0,1.0,1.0
1163,1.0,1.0,1.0
1164,0.4,0.4,0.4
1165,0.0,0.0,0.0
1166,1.0,1.0,1.0
1167,0.8,1.0,1.0
1168,0.8,0.8,0.8
1169,0.0,0.06779661016949151,0.06779661016949151
117,1.0,1.0,1.0
1170,0.4,1.0,1.0
1171,1.0,1.0,1.0
1172,0.0,0.0,0.0
1173,1.0,1.0,1.0
1174,1.0,1.0,1.0
1175,0.0,0.0,0.0
1176,0.018691588785046728,0.8,0.0
1177,0.0,0.0,0.0
1178,0.8,0.8,0.8
1179,0.0,0.0,0.0
118,0.8571428571428571,0.8571428571428571,0.0
1180,0.7499999999999999,0.7499999999999999,0.7499999999999999
1181,0.0,0.0,0.0
1182,0.5,1.0,0.5
1183,0.0,0.0,0.0
1184,0.0,0.0,0.0
1185,1.0,1.0,1.0
1186,1.0,1.0,1.0
1187,1.0,1.0,0.0
1188,1.0,1.0,1.0
1189,1.0,1.0,1.0
119,0.42857142857142855,0.42857142857142855,0.0
1190,1.0,1.0,1.0
1191,0.32,0.0,0.0
1192,0.08695652173913045,1.0,0.4
1193,0.0,1.0,1.0
1194,0.0,0.025477707006369425,0.0
1195,0.33333333333333337,0.09756097560975609,0.0
1196,0.0,0.0,0.0
1197,1.0,0.6666666666666666,1.0
1198,0.5,0.5,0.5
1199,1.0,1.0,1.0
12,0.0,0.0,0.0
120,0.0,1.0,0.0
1200,1.0,1.0,1.0
1201,0.0,0.0,0.0
1202,1.0,1.0,1.0
1203,1.0,1.0,1.0
1204,0.4,0.4,0.4
1205,1.0,1.0,1.0
1206,1.0,1.0,1.0
1207,0.5,0.5,0.5
1208,0.0,0.33333333333333337,0.11764705882352941
1209,0.2222222222222222,0.33333333333333337,0.6666666666666666
121,1.0,1.0,1.0
1210,1.0,1.0,1.0
1211,1.0,1.0,1.0
1212,1.0,1.0,1.0
1213,1.0,1.0,1.0
1214,1.0,1.0,1.0
1215,0.0,0.0,0.0
1216,0.07547169811320754,1.0,1.0
1217,0.4,0.4,0.4
1218,1.0,1.0,1.0
1219,1.0,1.0,0.0
122,0.4,0.4,0.4
1220,0.0,0.0,0.0
1221,0.5,0.0,1.0
1222,0.04081632653061225,0.04081632653061225,0.04081632653061225
1223,1.0,1.0,1.0
1224,0.5,0.5,0.5
1225,0.0,1.0,1.0
1226,0.0,0.0,0.0
1227,1.0,1.0,1.0
1228,1.0,1.0,1.0
1229,0.0,0.11764705882352941,0.11764705882352941
123,0.25,0.25,0.25
1230,0.8,1.0,0.8
1231,0.09523809523809523,0.3636363636363636,0.3636363636363636
1232,0.25,0.1081081081081081,0.1081081081081081
1233,1.0,1.0,1.0
1234,1.0,1.0,1.0
1235,0.0,0.0,0.0
1236,0.4,0.5,0.5
1237,1.0,1.0,1.0
1238,0.6666666666666666,0.6666666666666666,0.0
1239,1.0,0.05882352941176471,0.05882352941176471
124,0.5,0.5,0.5
1240,1.0,1.0,0.6666666666666666
1241,1.0,1.0,1.0
1242,0.0,0.0,0.0
1243,0.33333333333333337,0.3636363636363636,0.0
1244,1.0,1.0,1.0
1245,0.5454545454545454,0.3333333333333333,0.2
1246,0.0,0.0,0.0
1247,0.0,0.0,0.0
1248,0.5714285714285715,0.5714285714285715,0.5
1249,1.0,1.0,1.0
125,0.5,0.5,0.5
1250,0.0,0.5,0.0
1251,1.0,1.0,1.0
1252,0.8,0.8,0.8
1253,1.0,1.0,1.0
1254,0.14285714285714288,0.0,0.0
1255,0.23529411764705882,0.0,0.0
1256,0.0,0.0,0.0
1257,0.0,0.0,0.0
1258,0.0,0.0,0.0
1259,0.044444444444444446,0.04545454545454545,1.0
126,0.0,0.0,0.5
1260,0.6666666666666666,0.6666666666666666,0.6666666666666666
1261,0.0,0.0,0.0
1262,0.0,0.0,0.0
1263,0.375,0.6,0.19999999999999998
1264,0.1142857142857143,0.2857142857142857,0.125
1265,1.0,0.3076923076923077,0.5
1266,1.0,1.0,0.0
1267,0.5882352941176471,0.5882352941176471,0.5882352941176471
